,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,979.8102505648319,0.0,0.0,1200.0,912.9999384802996,0.0,0.0,0.0,0.0,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,942.9997339625638,0.0,0.0,1200.0,918.5731196691213,0.0,0.0,0.0,0.0,
7,933.2656467650861,0.0,0.0,1200.0,920.8860566500987,0.0,0.0,0.0,0.0,
25,933.9999754060245,0.0,0.0,1200.0,920.7786352692536,0.0,0.0,0.0,0.0,
33,938.6232022353805,0.0,0.0,1200.0,903.0282913115689,0.0,0.0,0.0,11.999820542279561,
37,938.9998020381893,0.0,0.0,1200.0,903.5284838528347,0.0,0.0,0.0,9.409581221331463,
40,936.9998413211089,0.0,0.0,1200.0,904.4818581187772,0.0,0.0,0.0,7.8128126234314035,
41,949.1482973211479,0.0,0.0,1200.0,887.921365246871,0.0,0.0,0.0,32.913082307381536,
49,939.5565930472534,0.0,0.0,1200.0,922.8997660523509,0.0,0.0,0.0,151.2327182304069,
77,955.7995207049686,0.0,0.0,1200.0,911.8580108191601,0.0,0.0,0.0,166.3707169331298,
83,950.2121385365557,0.0,0.0,1200.0,914.3211025566857,0.0,0.0,0.0,163.70283323039376,
89,1200.0,0.0,0.0,676.9999987380725,1006.8227359596733,0.0,0.0,0.0,385.9113756154283,
91,1200.0,0.0,0.0,669.9237265521682,1010.6440513499265,0.0,0.0,0.0,385.6350914300274,
94,1200.0,0.0,0.0,660.6482424760272,1014.3893911954054,0.0,0.0,0.0,385.6133643962013,
100,1188.8196441949178,0.0,0.0,582.9073090594086,1046.300438001222,0.0,0.0,0.0,368.99999785852526,
105,1180.9625209498545,0.0,0.0,515.7043822224346,1074.2141401645442,0.0,0.0,0.0,356.84406787192455,
108,1181.6737933739096,0.0,0.0,513.8256105821807,1074.8428685915098,0.0,0.0,0.0,356.99999932590595,
114,1184.348769249401,0.0,0.0,503.671107397957,1078.9196142943579,0.0,0.0,0.0,356.9241717647639,
117,1188.848618774701,0.0,0.0,496.63076940810527,1080.638868351817,0.0,0.0,0.0,358.99998265132814,
148,1199.9202157466118,0.0,0.0,473.9999729764128,1089.4432614580417,0.0,0.0,0.0,344.91266519824563,
161,1200.0,0.0,0.0,461.0000348989445,1096.7447645694738,0.0,0.0,0.0,341.34823882391163,
173,1200.0,0.0,0.0,460.5718377361884,1096.9998814063795,0.0,0.0,0.0,340.95560945509544,
204,1151.7849652747518,0.0,0.0,678.0000366358204,1066.8229355429778,0.0,0.0,0.0,396.6703206125899,
224,1121.9197167136285,0.0,0.0,613.8433210948018,1092.7763857783789,0.0,0.0,0.0,376.8771755594334,
238,1123.7638683636262,0.0,0.0,607.7481723459562,1095.447203138829,0.0,0.0,0.0,377.3346111878236,
277,1132.8578077832258,0.0,0.0,597.9503267318744,1097.8308930588712,0.0,0.0,0.0,378.609226031582,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,519.7343898006177,817.9077479989019,0.0,0.0,0.0,1200.0,0.0,597.3195416809112,1200.0,
3,479.00000707273045,834.4741160647886,0.0,0.0,0.0,1200.0,0.0,599.2609620288969,1200.0,
5,0.0,900.9994231760116,256.62820569783304,0.0,0.0,1200.0,0.0,626.5587454300968,1200.0,
7,0.0,901.8575410528857,253.8398582561549,0.0,0.0,1200.0,0.0,626.9999204668275,1200.0,
10,0.0,902.694667782926,251.86869670092403,0.0,0.0,1200.0,0.0,626.7792727792743,1200.0,
15,0.0,904.8587957242241,246.6107810433346,0.0,0.0,1200.0,0.0,627.1757034942588,1200.0,
22,0.0,905.4947773994801,147.52063304922046,0.0,0.0,1200.0,0.0,596.2535056618673,1200.0,
26,0.0,951.5685112952498,218.60591116085052,0.0,0.0,1200.0,0.0,589.7548376080363,1200.0,
27,0.0,951.5683981043281,218.60619690586375,0.0,0.0,1200.0,0.0,589.7548222277818,1200.0,
28,0.0,951.5683981031772,218.60619690876936,0.0,0.0,1200.0,0.0,589.7548222276254,1200.0,
31,0.0,951.9999837233489,216.99181374042317,0.0,0.0,1200.0,0.0,590.5934777994862,1200.0,
34,0.0,893.069541420323,413.2293944658556,0.0,0.0,1200.0,0.0,585.4763568733517,1200.0,
35,0.0,893.0694878812017,413.2295303618067,0.0,0.0,1200.0,0.0,585.4763487352201,1200.0,
36,0.0,883.4337805736425,368.9998856137236,0.0,0.0,1200.0,0.0,564.892399603567,1200.0,
37,0.0,864.8360687591696,426.43591037402695,0.0,0.0,1200.0,0.0,563.6622803791807,1200.0,
38,0.0,864.8357710676446,426.4366865950561,0.0,0.0,1200.0,0.0,563.6622379061313,1200.0,
39,0.0,864.8357710647574,426.436686602584,0.0,0.0,1200.0,0.0,563.6622379057192,1200.0,
47,0.0,866.8947014347056,414.14647466375095,0.0,0.0,1200.0,0.0,612.6364622288329,1200.0,
53,0.0,871.4377082226782,421.4720885234778,0.0,0.0,1200.0,0.0,588.7907707372483,1200.0,
54,0.0,885.2058716772968,297.795002960805,0.0,0.0,1200.0,0.0,552.773349101864,1200.0,
62,0.0,890.3380490887897,284.39203760008434,0.0,0.0,1200.0,0.0,553.584116383464,1200.0,
63,0.0,893.1270355722111,227.99988788634622,0.0,0.0,1200.0,0.0,526.6399827009941,1200.0,
65,0.0,893.1270285176407,227.99990630974844,0.0,0.0,1200.0,0.0,526.6399815865328,1200.0,
69,0.0,896.8575537432472,218.77463837765544,0.0,0.0,1200.0,0.0,527.000037056783,1200.0,
73,0.0,898.1346312105107,214.9222747215461,0.0,0.0,1200.0,0.0,527.4310688964807,1200.0,
74,0.0,898.1336142316759,214.92493061806016,0.0,0.0,1200.0,0.0,527.4309082369598,1200.0,
75,0.0,898.1336142232643,214.92493064002747,0.0,0.0,1200.0,0.0,527.4309082356309,1200.0,
92,0.0,897.1506330565653,240.04863148755254,0.0,0.0,1200.0,0.0,494.92394748239786,1200.0,
93,0.0,899.769371170762,229.4633875021169,0.0,0.0,1200.0,0.0,522.5509933027361,1200.0,
95,0.0,890.2521092385274,411.41705981004566,0.0,0.0,1200.0,0.0,517.64333815126,1200.0,
108,0.0,890.2520080906792,411.4173121356039,0.0,0.0,1200.0,0.0,517.6433206583446,1200.0,
109,0.0,890.2520080901703,411.417312136873,0.0,0.0,1200.0,0.0,517.6433206582567,1200.0,
160,0.0,889.6024242968538,410.9998955158548,0.0,0.0,1200.0,0.0,569.3319882779812,1200.0,
163,0.0,893.1242788171571,402.07155886666385,0.0,0.0,1200.0,0.0,570.0691014453388,1200.0,
165,0.0,893.1242788171347,402.07155886671984,0.0,0.0,1200.0,0.0,570.0691014453346,1200.0,
166,0.0,893.1241108191482,402.0719777463499,0.0,0.0,1200.0,0.0,570.0690699793523,1200.0,
167,0.0,893.124110818811,402.0719777471907,0.0,0.0,1200.0,0.0,570.0690699792892,1200.0,
176,0.0,900.1895177635071,390.42590720661144,0.0,0.0,1200.0,0.0,541.7672104590392,1200.0,
179,0.0,900.1895132729361,390.4259184032219,0.0,0.0,1200.0,0.0,541.7672096179551,1200.0,
182,0.0,900.1895128267362,390.4259195157409,0.0,0.0,1200.0,0.0,541.7672095343764,1200.0,
188,0.0,951.4468440048281,144.71422385828623,0.0,0.0,1200.0,0.0,564.1630066302439,1200.0,
191,0.0,951.4468615934036,144.71417913332866,0.0,0.0,1200.0,0.0,564.1630099209618,1200.0,
194,0.0,956.3968017056537,132.71134300711486,0.0,0.0,1200.0,0.0,564.9088071779132,1200.0,
215,0.0,957.079271618353,129.5503486452111,0.0,0.0,1200.0,0.0,565.9251955381927,1200.0,
242,0.0,965.8302147864109,124.99988629632723,0.0,0.0,1200.0,0.0,563.1089764137201,1200.0,
246,0.0,966.6911302627134,122.68329502322055,0.0,0.0,1200.0,0.0,563.9998383130493,1200.0,
317,0.0,970.9971077761445,111.92325642183839,0.0,0.0,1200.0,0.0,563.9738559765765,1200.0,
318,0.0,970.9970325169719,111.92344689149691,0.0,0.0,1200.0,0.0,563.9738433790404,1200.0,
319,0.0,970.997032516096,111.92344689371369,0.0,0.0,1200.0,0.0,563.9738433788938,1200.0,
367,0.0,970.9999973599785,111.94542325747521,0.0,0.0,1200.0,0.0,563.9675175516093,1200.0,
517,0.0,972.7429955382947,107.97850666463644,0.0,0.0,1200.0,0.0,564.4350756525849,1200.0,
681,0.0,972.7429948882881,107.97850828542907,0.0,0.0,1200.0,0.0,564.4350755411265,1200.0,
851,0.0,972.7429947041945,107.97850875381715,0.0,0.0,1200.0,0.0,564.4350755112141,1200.0,
