179,Down:Up:Up:Mid:,Up:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Up:,Down:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Down:Down:,Up:Up:Mid:Up:,
182,Down:Up:Up:Mid:,Up:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Up:,Down:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Down:Down:,Up:Up:Mid:Up:,
188,Down:Up:Up:Mid:,Down:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Up:,Down:Mid:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Down:Down:,Up:Up:Mid:Up:,
191,Down:Up:Up:Mid:,Down:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Up:,Down:Down:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Down:Down:,Up:Up:Mid:Up:,
194,Down:Up:Up:Mid:,Down:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Up:,Down:Down:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Down:Down:,Up:Up:Mid:Up:,
215,Down:Up:Up:Mid:,Down:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Up:,Down:Down:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Mid:Down:Down:Down:,Up:Up:Mid:Up:,
242,Down:Up:Up:Mid:,Down:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Up:,Down:Down:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
246,Down:Up:Up:Mid:,Down:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Up:,Down:Down:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
317,Down:Up:Up:Mid:,Down:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Up:,Down:Down:Down:Up:,Up:Up:Up:Up:,Up:Down:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
318,Down:Up:Up:Mid:,Down:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Up:,Down:Down:Down:Up:,Up:Up:Up:Up:,Up:Up:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
319,Down:Up:Up:Mid:,Down:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Up:,Down:Down:Down:Up:,Up:Up:Up:Up:,Up:Up:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
367,Down:Up:Up:Mid:,Down:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Up:,Down:Down:Down:Up:,Up:Up:Up:Up:,Up:Up:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
517,Down:Up:Up:Mid:,Down:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Down:,Down:Down:Down:Up:,Up:Up:Up:Up:,Up:Up:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
681,Down:Up:Up:Mid:,Down:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Down:,Down:Down:Up:Up:,Up:Up:Up:Up:,Up:Up:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
851,Down:Up:Up:Mid:,Down:Up:Up:Up:,Mid:Mid:Down:Mid:,Down:Mid:Mid:Down:,Down:Down:Up:Down:,Up:Up:Up:Up:,Up:Up:Mid:Mid:,Down:Down:Down:Down:,Up:Up:Mid:Up:,
