40,Mid:Mid:Down:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Mid:Mid:,
43,Mid:Mid:Down:Up:,Up:Mid:Mid:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Mid:Down:,Mid:Mid:Mid:Mid:,
57,Mid:Mid:Down:Up:,Up:Mid:Mid:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Mid:Down:,Mid:Mid:Mid:Mid:,
62,Mid:Mid:Down:Up:,Up:Mid:Mid:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Mid:Down:,Mid:Mid:Mid:Mid:,
65,Mid:Mid:Down:Up:,Up:Mid:Mid:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Mid:Down:,Mid:Up:Mid:Mid:,
66,Mid:Mid:Down:Down:,Up:Mid:Mid:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Mid:Down:,Mid:Up:Mid:Mid:,
67,Mid:Mid:Down:Down:,Up:Mid:Mid:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Mid:Down:,Mid:Up:Mid:Mid:,
69,Mid:Mid:Down:Down:,Up:Mid:Mid:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
73,Mid:Mid:Down:Down:,Up:Mid:Up:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
74,Mid:Mid:Down:Down:,Down:Mid:Up:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
77,Mid:Mid:Down:Up:,Down:Mid:Up:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
81,Mid:Mid:Down:Up:,Down:Mid:Up:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
87,Mid:Mid:Down:Up:,Down:Mid:Up:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
90,Mid:Mid:Down:Up:,Down:Mid:Up:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
102,Down:Mid:Down:Up:,Down:Mid:Up:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
119,Down:Mid:Down:Up:,Down:Mid:Up:Up:,Mid:Mid:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
125,Down:Mid:Down:Up:,Down:Mid:Up:Up:,Mid:Up:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
129,Down:Mid:Down:Up:,Down:Mid:Up:Up:,Mid:Up:Down:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
130,Down:Mid:Down:Up:,Down:Up:Up:Up:,Mid:Up:Down:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
131,Down:Mid:Down:Up:,Down:Up:Up:Up:,Mid:Up:Down:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
132,Down:Mid:Down:Up:,Down:Up:Up:Up:,Mid:Up:Down:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
196,Down:Mid:Down:Up:,Down:Up:Up:Up:,Mid:Up:Down:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Up:Up:Up:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
204,Down:Mid:Down:Up:,Down:Up:Up:Up:,Mid:Up:Down:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Up:Up:Up:,Mid:Mid:Mid:Mid:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
224,Down:Mid:Down:Up:,Down:Up:Up:Up:,Mid:Up:Down:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Up:Up:Up:,Mid:Mid:Mid:Up:,Down:Down:Down:Down:,Mid:Up:Mid:Mid:,
239,Down:Mid:Down:Up:,Down:Up:Up:Up:,Mid:Up:Down:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Up:Up:Up:,Mid:Mid:Mid:Up:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
241,Down:Down:Down:Up:,Down:Up:Up:Up:,Mid:Up:Down:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Up:Up:Up:,Mid:Mid:Mid:Up:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
250,Down:Down:Down:Up:,Down:Up:Up:Up:,Mid:Up:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Up:Up:Up:,Mid:Mid:Mid:Up:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
252,Down:Down:Down:Up:,Down:Up:Up:Up:,Up:Up:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Up:Up:Up:,Mid:Mid:Mid:Up:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
262,Down:Down:Down:Up:,Down:Up:Up:Up:,Up:Up:Up:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Up:Up:Up:,Mid:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
269,Down:Down:Down:Up:,Down:Up:Up:Up:,Up:Up:Down:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Up:Up:Up:,Mid:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
278,Down:Down:Down:Up:,Down:Up:Up:Up:,Up:Up:Down:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Up:Up:Up:,Mid:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
336,Down:Down:Down:Up:,Down:Up:Up:Up:,Up:Up:Down:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Up:Up:Up:,Mid:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
730,Down:Down:Down:Up:,Down:Up:Up:Up:,Up:Up:Down:Up:,Mid:Mid:Down:Mid:,Mid:Mid:Up:Down:,Up:Up:Up:Up:,Mid:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
