,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,
7,486.8935345196054,344.796467794701,657.8739471994553,515.0526048538055,341.03379837730614,279.29936531035526,
14,486.2917605096014,335.30027878218675,676.1957664868181,504.07074645018264,341.47806155904664,279.0116183885149,
19,471.74652345389745,334.24177217797956,704.3917398986337,482.97648915532136,320.3853608773714,293.04240230961955,
21,476.20944835595986,336.3245449634368,704.4431399594282,481.314985729848,314.6876127556215,295.8147399038207,
24,473.6729935549432,336.77096823096537,704.516120402505,483.7609357483811,312.3219517925098,296.11589989082603,
37,491.03488519718496,324.66003861541316,679.3643363033879,512.2481854469027,322.93587321686675,284.799095769999,
43,489.61197196472295,324.20138015029926,682.2403730957041,508.26165975207147,328.32603349547617,283.49475656567176,
45,489.8968610844689,324.7779181616156,680.9669368767948,509.1638914794921,327.4046142730084,284.7307250683251,
48,490.01437406801114,324.889754362532,681.23917654158,509.41138700329606,327.2545738417815,284.3795203769329,
67,489.6680757101476,324.4091511224366,681.9255629959457,508.6901712049668,327.80919570085223,283.5149745487601,
70,490.7190184528,323.42478044658907,681.1458852007106,509.79615448944844,326.9304885494211,283.59854514432004,
101,490.638447262787,323.32271328230973,681.5288321729745,509.71760200937206,327.1299697849822,283.30919548967876,
104,491.15642313581714,322.08924980061676,681.2791113336955,508.8993689926873,327.3260306278481,285.5939487641646,
107,491.28189763167535,322.4330898317833,680.6205535858224,509.63556402954634,326.6369339102562,286.1934314578916,
109,495.3460960545045,316.3853432634331,682.3720529287705,510.5520991357552,321.42502435086635,287.22179250695535,
137,489.5765227817695,312.5545843922247,704.2671530733436,492.6407825440402,302.4482823207747,299.2515323047892,
141,488.6722457625849,311.9232003653732,704.0746189550114,492.79792252588857,302.1286369131881,300.1771267899478,
145,488.5589607142885,311.9418369374068,704.1073230004479,492.93359140618804,301.87988990249704,300.272794569904,
147,488.78736193185523,311.7772867958729,704.7559260392807,492.4967396028137,301.31265112851696,300.0437426970416,
149,489.32749317280616,311.1376072119999,704.1222221384851,493.3198661424799,302.07992866409415,299.6264935732522,
157,489.696346207201,310.8274645648082,704.4516931426906,492.5782223459604,302.07067102358087,300.09873510527075,
159,489.2527207044885,311.0534086030149,704.1356217139233,493.2872862671413,301.59521154589373,300.5087744916413,
165,489.9813396663307,310.6613409265208,704.9169741144804,492.0147956448026,300.9964767555178,301.0663704016472,
172,490.27004553761515,310.4888637349474,705.1619221042777,491.8868295941038,301.30147560275987,300.93957259398826,
175,490.08578503229853,310.5611879250888,705.0782400548104,492.11929181557093,301.1381770990985,300.5077252882545,
185,490.20473488339655,310.0446567572776,703.0007363889217,494.2329932013458,304.5903630557123,298.34250429679264,
188,490.8949993015053,309.26282130438244,702.4532359129921,495.15669873693025,305.0425691438929,297.78993896260687,
194,493.2342947330091,309.7418239290957,702.6274641357368,494.80340813209204,301.73823704225134,298.9156910660263,
196,493.41239473243,309.5239796045884,702.8129805841417,494.5132243484984,301.65475939465404,299.16602498996946,
200,493.8157101241057,308.96388766001877,703.3745459711952,493.90558590654655,300.721869572778,299.7153205032138,
203,493.77079930056243,308.99728239756627,703.3752345011528,493.964399302368,300.3839968368028,299.6747382450468,
204,494.0037206751855,308.76162625733866,703.423049617719,493.0750270825279,300.6807337673092,301.017673623855,
206,493.9315859218944,308.8499950241632,703.861664616904,493.31856481788645,299.6644636970313,300.42525561069556,
208,494.2384015559196,308.73232346510923,704.1110496834717,493.1159912944733,299.3547029426307,300.81572806325966,
215,494.0014571000774,308.9060745196444,703.9000654461171,492.80366258898994,299.8765603103957,301.29686897773865,
217,493.43028706205826,309.5661541462722,703.6302048704176,493.67856342863524,298.74045689875106,301.11601614406396,
453,494.0369197418635,309.00330589334555,703.7578585661834,493.4415286599815,298.7217013173438,301.15809018327735,
456,493.79507065519437,309.4199194081688,703.1171741884112,494.2063457919284,298.9499497580931,301.1750387741986,
459,493.8385781718388,309.4253928065391,703.2603795290103,494.21768530042374,299.04378802246777,301.0971247767139,
472,493.7787078631656,309.4866383452894,703.1319671317266,494.2815881124756,299.001633818927,301.0697742849962,
478,493.82763745511886,309.44032503096895,703.2201867500105,494.1109366840411,299.29112127179235,300.85444806020024,
506,495.45430622402586,307.638529034811,703.6872297133319,493.2104181430214,298.27164929723267,302.0792080041899,
534,495.4179022782327,307.8280454881675,703.5523034897943,493.4896441044981,298.26536845952836,302.11857991549266,
536,494.98207961988305,308.4618867320235,703.24718177254,493.8156056474297,299.65844278636564,300.314912875807,
548,494.9854066842506,308.5806238553141,703.0735320349336,494.2103096146128,299.65639228427034,300.3618652907104,
550,494.8520080956367,308.61642549028227,702.7992800464164,494.40549050816117,299.3314252270948,300.6261216034733,
553,494.86211981702576,308.78972184133045,702.9782178955556,494.35894398470236,300.17969827730883,299.7281645706288,
571,494.6701196048854,309.2075594629148,702.2964823744613,495.4252870436105,299.2026376123695,300.89121730284734,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,
1,475.3214260660795,513.0807028491279,342.1574075805821,491.34131386183503,409.6468111113137,582.8103165163272,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,
1,474.8352269576933,513.6803294023879,341.85648657878687,491.41051066920846,409.65048380175466,582.8754847038865,
8,474.83522866574714,513.6803272958374,341.8564876359454,491.4105104261094,409.65048378884535,582.8754844749378,
12,474.71961976061635,513.8205063134643,341.7849726038097,491.42616654709605,409.65026429192244,582.8897372261042,
13,473.9632218648097,514.1284832354773,343.1809317957343,492.0532484920638,408.72250262252095,583.204836140226,
22,472.88765630312616,515.493826312822,342.5333190888639,492.2215769885069,408.71268278164416,583.349744158847,
32,472.16829821396215,515.268077273714,342.6185373968457,493.2820200069087,404.7508316920192,595.5062477103643,
37,471.24584499266973,514.5979742598287,343.80695669231585,495.3266627095641,403.20490201106037,597.4576246432284,
38,473.5411940955958,512.6847676246155,343.7375819824661,494.19854053910586,403.3769082819412,597.6917319692242,
40,491.30673600450365,502.22948026535806,325.8534474028593,495.71218040160096,403.0819369805194,602.0823840645189,
43,492.2139738890829,501.15399648568996,325.9207841842615,495.3280125930346,403.43566906494067,602.3853608378404,
57,493.33973015247943,500.34861562720647,321.2337467987998,490.7283283946583,379.1656731831603,646.2530645305496,
62,493.07962760270516,501.22573863845673,322.4234290147841,488.12695384404685,377.6236973455862,647.5717868484492,
65,493.92205902013256,501.57297399292105,320.78854102562775,485.56642681982464,377.77923084012235,648.4133725162595,
66,493.92205718196413,501.57297589180445,320.7885410156865,485.56642765796215,377.7792306789893,648.4133723706626,
67,493.9220571819488,501.5729758918202,320.7885410156864,485.5664276579691,377.7792306789879,648.4133723706614,
69,493.97539296853193,502.507541393507,317.7847181714037,484.617822125152,369.0454605894871,659.3258763819044,
73,495.1713183294907,500.04618495860154,318.93215019747936,487.687038490229,367.71156779890254,659.2532141277072,
74,494.68128221670156,504.0142780151045,314.720697180053,481.51838309043865,368.31188754201,660.951415794801,
77,494.81572870621653,503.7070342884741,314.73193223876615,481.428080528737,368.4412667693026,661.175943588508,
81,496.2010969376143,502.7039713883607,306.4375262815154,487.8976829632553,366.0034340967344,662.5251987616402,
87,496.49316096408734,502.32647813964417,306.44135915262586,487.7494105351322,366.0892001962578,662.6688170007723,
90,495.9066529589521,503.65432104952487,307.3041143362482,485.28402128887393,365.67035255719395,663.0993521070029,
102,496.112899790019,503.4768822662726,307.30606377637764,485.20017431733436,365.68790408156224,663.1243737261482,
119,495.9905520905776,503.5473257489721,307.39865653084235,485.5055039750896,365.6774685011943,663.05487165908,
125,495.5525726473096,503.87163055896855,307.53156007327533,485.9242693000404,365.62582098580464,662.9467621202339,
129,495.56715652201467,503.8514959521336,307.6829657954411,486.2317414349701,365.539315383945,662.9005687696251,
130,496.5486857877915,501.904603651067,307.29229221378387,489.57898474531396,364.64053408921455,662.7951747282393,
131,496.54867854091526,501.9046107793962,307.2922931760334,489.57898972816645,364.6405333588395,662.7951735975585,
132,496.5486785409043,501.9046107794068,307.29229317603483,489.57898972817395,364.6405333588384,662.7951735975568,
196,497.1940204032319,502.2224123422322,298.3937748618654,494.2298315300814,365.06641085370904,663.2375539281869,
204,497.19402862790093,502.2224164111485,298.39377719485947,494.229833356014,365.06641382634336,663.2375586196329,
224,497.3804502509674,501.8887416368104,298.3665847958981,494.05263585217017,365.1817568254365,663.4369519695648,
239,498.5568922456725,497.235180365611,301.27553955117173,502.1934422257266,357.17659963302833,665.6370612560466,
241,498.5568894431094,497.23518312259614,301.275539923375,502.193444152895,357.1765993506196,665.6370608188565,
250,498.76748981982786,497.1830182301246,301.0153179278167,501.5962791790673,357.33429714723536,665.7296709233254,
252,498.74393378210993,497.3525577933349,300.9038064466962,501.3482053220719,357.37477393118996,665.7847057000878,
262,498.97022836801096,497.4074316268378,300.94383095711976,501.3586408732131,357.40763046640615,665.8324404062108,
269,499.0839554056534,496.874502174912,301.07508572772696,501.5334733538955,357.2769484042183,665.7796139778301,
278,499.0839553289247,496.87450225118096,301.07508573595095,501.5334734020413,357.2769483973178,665.7796139670451,
336,499.358607355729,496.60702539477745,301.06232763972884,501.38093717607643,357.34945736658864,665.9006160712398,
730,499.35860797512123,496.6070256748152,301.06232774965275,501.3809372367216,357.34945739789725,665.9006160930048,
