140,Up:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Mid:Mid:,Mid:Down:Mid:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,Mid:Mid:Mid:Down:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
148,Up:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Mid:Mid:,Mid:Down:Mid:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,Up:Mid:Mid:Down:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
150,Up:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Mid:Mid:,Mid:Down:Up:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,Up:Mid:Mid:Down:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
169,Up:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Down:Mid:,Mid:Down:Up:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,Up:Mid:Mid:Down:,Down:Down:Down:Mid:,Up:Up:Mid:Mid:,
177,Up:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Down:Mid:,Mid:Down:Up:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,Up:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
179,Down:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Down:Mid:,Mid:Down:Up:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,Up:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
185,Down:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Down:Mid:,Down:Down:Up:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,Up:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
187,Down:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Down:Mid:,Down:Down:Up:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,Up:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
202,Down:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Down:Mid:,Down:Down:Up:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,Up:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
212,Down:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Up:Mid:,Down:Down:Up:Up:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,Up:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
216,Down:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Up:Mid:,Down:Down:Up:Up:,Mid:Up:Mid:Up:,Up:Up:Up:Mid:,Up:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
218,Down:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Up:Mid:,Down:Down:Up:Up:,Mid:Up:Mid:Up:,Up:Up:Up:Mid:,Up:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
221,Down:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Up:Mid:,Down:Down:Up:Up:,Mid:Up:Mid:Up:,Up:Up:Up:Up:,Up:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
226,Down:Mid:Down:Down:,Down:Up:Up:Up:,Down:Up:Up:Mid:,Down:Down:Up:Up:,Mid:Up:Mid:Up:,Up:Up:Up:Up:,Up:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
310,Down:Mid:Down:Down:,Down:Up:Up:Up:,Up:Up:Up:Mid:,Down:Down:Up:Up:,Mid:Up:Mid:Up:,Up:Up:Up:Up:,Up:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
338,Down:Mid:Down:Down:,Down:Up:Up:Up:,Up:Up:Up:Mid:,Down:Down:Up:Up:,Mid:Up:Mid:Down:,Up:Up:Up:Up:,Up:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
340,Down:Mid:Down:Down:,Down:Up:Up:Up:,Up:Up:Down:Mid:,Down:Down:Up:Up:,Mid:Up:Mid:Down:,Up:Up:Up:Up:,Up:Mid:Mid:Down:,Down:Down:Down:Down:,Up:Up:Mid:Mid:,
