120,Down:Mid:Down:Mid:,Mid:Up:Up:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Up:Up:,Up:Up:Up:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Up:,
139,Down:Mid:Down:Mid:,Mid:Up:Up:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Up:Up:,Up:Up:Up:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Up:,
153,Down:Mid:Down:Mid:,Mid:Up:Up:Up:,Mid:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Up:Up:,Up:Up:Up:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Up:,
157,Down:Mid:Down:Mid:,Mid:Up:Up:Up:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Up:Up:,Up:Up:Up:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Up:,
158,Down:Mid:Down:Mid:,Mid:Up:Up:Up:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Mid:,Mid:Down:Up:Up:,Up:Up:Up:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Up:,
162,Down:Mid:Down:Mid:,Mid:Up:Up:Up:,Up:Mid:Up:Mid:,Mid:Mid:Up:Mid:,Mid:Down:Up:Up:,Up:Up:Up:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Up:,
169,Down:Mid:Down:Mid:,Mid:Up:Up:Up:,Up:Mid:Up:Mid:,Mid:Mid:Up:Mid:,Mid:Down:Up:Up:,Down:Up:Up:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Up:,
191,Down:Mid:Down:Mid:,Mid:Up:Up:Up:,Up:Mid:Up:Mid:,Down:Mid:Up:Mid:,Mid:Down:Up:Up:,Down:Up:Up:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Up:,
208,Down:Mid:Down:Mid:,Mid:Up:Up:Up:,Up:Mid:Up:Mid:,Down:Mid:Up:Mid:,Mid:Down:Up:Up:,Down:Up:Up:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Up:Mid:Up:,
209,Down:Mid:Down:Mid:,Mid:Up:Up:Up:,Up:Mid:Up:Mid:,Down:Mid:Up:Mid:,Mid:Down:Up:Up:,Down:Up:Up:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Up:Mid:Up:,
212,Down:Mid:Down:Mid:,Mid:Up:Up:Up:,Up:Mid:Up:Mid:,Down:Mid:Up:Mid:,Mid:Down:Up:Up:,Down:Up:Up:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Up:Mid:Up:,
217,Down:Mid:Down:Mid:,Mid:Up:Up:Up:,Up:Mid:Up:Mid:,Down:Mid:Up:Mid:,Mid:Down:Up:Up:,Down:Up:Up:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Up:Mid:Up:,
340,Down:Mid:Down:Mid:,Mid:Up:Up:Up:,Up:Mid:Up:Mid:,Down:Mid:Up:Mid:,Mid:Up:Up:Up:,Down:Up:Up:Down:,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Up:Mid:Up:,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
5,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
7,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
11,Mid:Down:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
14,Mid:Down:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
23,Mid:Down:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
26,Mid:Down:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
31,Mid:Down:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
33,Mid:Down:Mid:Down:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
38,Mid:Down:Mid:Down:,Up:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
47,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
49,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
54,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Up:Mid:Mid:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
55,Mid:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
58,Down:Down:Mid:Down:,Up:Mid:Up:Mid:,Mid:Mid:Mid:Down:,Mid:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
59,Down:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Mid:Mid:Down:,Mid:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
66,Down:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Mid:Mid:Down:,Mid:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Mid:Mid:Mid:,
77,Down:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Mid:Mid:Down:,Mid:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Up:Mid:Mid:,
83,Down:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Mid:Mid:Down:,Mid:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Up:Mid:Mid:,
91,Down:Down:Mid:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Down:,Mid:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Up:Mid:Mid:,
97,Down:Down:Down:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Down:,Mid:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Up:Mid:Mid:,
103,Down:Down:Down:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Down:,Mid:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Up:Up:Mid:,
107,Down:Down:Down:Down:,Up:Mid:Up:Up:,Mid:Up:Mid:Down:,Mid:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Up:Up:Mid:,
112,Down:Down:Down:Down:,Up:Mid:Up:Up:,Up:Up:Mid:Down:,Mid:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Up:Up:Mid:,
154,Down:Down:Down:Down:,Up:Mid:Up:Up:,Up:Up:Mid:Down:,Mid:Up:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Up:Up:Mid:,
158,Down:Down:Down:Down:,Up:Mid:Up:Up:,Up:Up:Mid:Down:,Mid:Down:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Up:Up:Mid:,
161,Down:Down:Down:Down:,Up:Mid:Up:Up:,Down:Up:Mid:Down:,Mid:Down:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Up:Up:Up:Mid:,
170,Down:Down:Down:Down:,Up:Mid:Up:Up:,Down:Up:Mid:Down:,Mid:Down:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Up:Up:Mid:,
175,Down:Down:Down:Down:,Up:Mid:Up:Up:,Down:Up:Mid:Down:,Down:Down:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Up:Up:Mid:,
177,Down:Down:Down:Down:,Up:Up:Up:Up:,Down:Up:Mid:Down:,Down:Down:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Up:Up:Mid:,
211,Down:Down:Down:Down:,Up:Up:Up:Up:,Down:Up:Mid:Down:,Down:Down:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Up:Up:Mid:,
230,Down:Down:Down:Down:,Up:Up:Up:Up:,Down:Up:Mid:Down:,Down:Down:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Up:Up:Mid:,
234,Down:Down:Down:Down:,Up:Up:Up:Up:,Down:Up:Mid:Down:,Down:Down:Mid:Down:,Up:Mid:Down:Up:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Up:Up:Mid:,
257,Down:Down:Down:Down:,Up:Up:Up:Up:,Down:Up:Mid:Down:,Down:Down:Mid:Down:,Up:Mid:Down:Up:,Down:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Up:Up:Mid:,
469,Down:Down:Down:Down:,Up:Up:Up:Up:,Up:Up:Mid:Down:,Down:Down:Mid:Down:,Up:Mid:Down:Up:,Down:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Mid:Mid:Mid:Up:,Up:Up:Up:Mid:,
875,Down:Down:Down:Down:,Up:Up:Up:Up:,Up:Up:Mid:Down:,Down:Down:Mid:Down:,Up:Mid:Down:Up:,Down:Mid:Mid:Down:,Mid:Mid:Mid:Down:,Mid:Down:Mid:Up:,Up:Up:Up:Mid:,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
,light1,light2,light3,light4,light5,light6,light7,light8,light9,
1,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
11,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,
13,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,
14,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Up:,
17,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Up:,
19,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Up:,
21,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Up:,
22,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Mid:Mid:Up:,
32,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Mid:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Mid:Mid:Up:,
35,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Down:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Mid:Mid:Up:,
39,Down:Mid:Mid:Mid:,Mid:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Down:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Up:Mid:Up:,
50,Down:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Down:Mid:,Up:Mid:Mid:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Up:Mid:Up:,
51,Down:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Mid:Mid:Down:Mid:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Up:Mid:Up:,
54,Down:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Mid:Down:,Up:Up:Mid:Up:,
62,Down:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Down:Mid:Mid:Down:,Up:Up:Mid:Up:,
69,Down:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Mid:Up:Up:,Down:Mid:Mid:Mid:,Down:Mid:Mid:Down:,Up:Up:Mid:Up:,
70,Down:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Mid:Up:Up:,Down:Mid:Mid:Mid:,Down:Up:Mid:Down:,Up:Up:Mid:Up:,
72,Down:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Mid:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Mid:Up:Up:,Down:Mid:Mid:Mid:,Down:Up:Mid:Down:,Up:Up:Mid:Up:,
74,Down:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Mid:Up:Up:,Down:Mid:Mid:Mid:,Down:Up:Mid:Down:,Up:Up:Mid:Up:,
78,Down:Mid:Mid:Mid:,Mid:Mid:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Mid:Up:Up:,Down:Mid:Mid:Mid:,Down:Up:Down:Down:,Up:Up:Mid:Up:,
82,Down:Mid:Mid:Up:,Mid:Mid:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Mid:Up:Up:,Down:Mid:Mid:Mid:,Down:Up:Down:Down:,Up:Up:Mid:Up:,
83,Down:Mid:Mid:Up:,Down:Mid:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Mid:Up:Up:,Down:Mid:Mid:Mid:,Down:Up:Down:Down:,Up:Up:Mid:Up:,
88,Down:Mid:Mid:Up:,Down:Mid:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Mid:Up:Up:,Down:Mid:Mid:Mid:,Down:Up:Down:Down:,Up:Up:Mid:Up:,
91,Down:Mid:Mid:Up:,Down:Mid:Up:Up:,Up:Mid:Mid:Mid:,Mid:Mid:Down:Mid:,Down:Mid:Down:Mid:,Up:Mid:Up:Up:,Down:Mid:Mid:Mid:,Down:Up:Down:Down:,Up:Up:Mid:Up:,
