,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,
153,685.4929413849143,490.8876493237214,347.06537822726324,316.32584005635,685.3114095775705,490.94818900614615,
157,685.1665658765531,492.4059709396643,346.28770516051827,315.3259524410245,685.5585925855937,491.2247881646096,
158,685.1665670162786,492.405969748693,346.28770510576646,315.3259525947398,685.5585911683334,491.22478959910705,
162,685.1909814133786,492.3807619757108,346.287964015999,315.3272477246322,685.5339883582678,491.24975572759047,
169,685.1935011485187,492.3775654903183,346.28519251818585,315.33128556193395,685.5201982936924,491.26359485740176,
191,685.178401440946,492.39106860581273,346.2752207015226,315.34417426180426,685.4959643039477,491.2876461987479,
208,685.3067001097766,492.4439071809322,345.8337976421692,314.9709879700727,685.115122354662,492.5255762961468,
209,685.3067015050642,492.44390578964226,345.8337975756662,314.9709880462198,685.1151207630402,492.52557787524853,
212,685.3076094835183,492.44300100918457,345.8337648583723,314.9710254568781,685.1141241832566,492.52656712589743,
217,685.3088822426262,492.4417280837469,345.8336367033616,314.9711725243397,685.1124220143639,492.5282526437403,
340,685.311110262214,492.4393748242169,345.8312172871982,314.97395403499627,685.1013011425053,492.53917520943327,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,
1,484.8355658235504,345.2702794094281,654.2754570154658,515.8607112323899,345.09189303469816,281.966764554817,
5,479.1108487647638,343.9701728732037,690.5332167681561,491.3572611616615,326.66556934223036,287.5630167508665,
7,484.4432986107804,338.3988855738703,690.9946257946315,492.925241605394,320.66337931139975,289.8141587617745,
11,485.66298075784783,338.5807024830028,691.1291730154229,494.42476739686924,314.73115708010454,291.93415170802615,
14,485.5874934978707,338.4616824556742,691.3572252833922,494.31030299406547,314.89264329195356,291.69510298910933,
23,486.25271097678245,337.0291888176464,690.8986174630513,494.3987263387912,314.5487780128333,293.71607778806117,
26,484.6889561732047,325.2324925455793,689.860685073837,501.6403324483715,320.5220877230382,289.86451311525025,
31,478.9532134995842,321.03367098175676,701.9530196287068,491.1743651421377,316.5955856690197,294.5021980416955,
33,478.64661579631894,321.3595497875521,701.8277842510199,491.7454404013843,316.100158912423,294.6374252329442,
38,478.80910286910245,321.3497200348576,701.7160431735424,491.6754808889894,315.89318468104875,294.574387966085,
47,480.66799887963657,321.9237947835689,700.6626002715365,491.57438803104543,315.4287420494617,295.31588289143696,
49,480.67487357230596,321.8745758107093,700.9305313618305,491.5731231492018,315.38207613094727,294.8952334919713,
54,479.2693532656849,323.3326964632054,700.8216672452785,493.92316041664037,311.5145710004823,295.61641485983904,
55,479.75042438121693,322.9941571726838,702.1513599620572,490.4094453032345,314.11595579816867,295.507680975834,
58,481.8246517523663,320.70573295208584,701.1007733104914,492.19053726943827,312.0656059410297,296.9766627636686,
59,485.7493985261728,322.9400996044371,699.5218853164172,493.1899857006381,309.7097292452776,296.2170931977671,
66,484.89245879869407,324.04006235184806,698.4868880852624,495.7911704226161,307.0320839686997,296.43770987954815,
77,485.5173327040142,323.12047003366945,699.2821980035849,493.47435411830276,309.20215384908306,296.30067074010367,
83,485.5537941003245,323.23344011856847,699.6683681996343,493.73428553886947,309.0587426050941,295.9065676113401,
91,485.4247734625709,323.4712127384994,698.8043371655651,494.0964640201915,308.5769020241148,296.6660092016488,
97,485.93620612292506,322.69818847092375,699.8705206874048,493.5820787708457,307.9661145851613,296.85007452643725,
103,486.0466050498497,322.2353659125717,699.1539944836805,494.45289753058347,308.38519189580484,296.5990122981426,
107,485.8434691397666,322.34041650745115,698.7256390304215,494.7876450395611,308.04062555699585,296.97246073067436,
112,485.4954534440348,323.08826022677727,698.3052554613711,496.38040971061434,306.4486571483926,296.90031794517006,
154,485.7662324447715,322.5961465633243,698.9337409306136,495.28214937216916,307.4079118346329,296.33144408759006,
158,486.8704019502234,320.9043470317575,697.7963652040507,495.3786713857804,311.17088026855583,295.3046087313931,
161,486.8813647959209,321.00358514881344,697.8493652282066,495.55901216915237,311.0633418912073,295.32457037005867,
170,486.5479097451389,321.30019973434514,697.8905233034496,496.2701967944714,310.1276248490077,294.86911245371215,
175,486.62400863766794,321.20490973630893,696.8074264066821,497.0521750438488,311.18688220977174,294.7796476112428,
177,487.6863283263098,321.7977670376709,696.1237624625576,497.4057844691446,310.28426364641706,294.93947119996096,
211,487.6906153269594,322.0562518919647,695.9906083751277,497.83511519194735,309.80762069523064,295.0520124525226,
230,487.6318336702579,321.9199020351266,696.2506574790696,497.69700595218933,310.02661178894107,294.8331668693646,
234,487.5998213840018,321.9502103702877,696.3528667046018,497.7564936810024,309.8734402858216,294.57079009390554,
257,487.50663638025037,322.083240778414,695.9837003750788,498.03407327831184,309.5415243365436,294.9764339008479,
469,487.51526091478587,322.085140006051,696.2560838944819,498.0458193197517,309.5161494015708,294.6074962126446,
875,487.4482377140016,322.35934944326465,695.9366575326183,498.5768312238884,308.99583735799564,295.046820123233,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,
1,475.3214260660795,513.0807028491279,342.1574075805821,491.34131386183503,409.6468111113137,582.8103165163272,
,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,
1,490.62073550192906,506.2173696528369,322.24868897639163,492.037190463149,410.1393745923774,587.3953680172428,
11,492.3584319870858,504.792187335985,313.4727790963301,497.96724814327087,405.82915131635025,592.4102807128786,
13,493.228207950735,500.16985211772555,316.49405621350877,506.63374973180186,396.9451628565155,597.7123146804597,
14,493.6976548063792,500.77448090792984,314.2762860080735,504.81447954514994,396.32631290839424,599.6079587603673,
17,493.18525141635286,502.1910912528413,314.7234052152241,502.05095285230954,394.06659270335433,602.383333647843,
19,493.5130667283905,502.1857755290501,314.796869506382,502.0581190440129,394.2094146610897,602.5110694344812,
21,493.4698020829733,501.97941791162094,314.7543066622041,501.96866530603944,394.1969675869659,602.4881204318352,
22,493.03375854843796,501.5333119849185,315.8370720470896,503.59888162771335,393.2171570302957,603.2098021062405,
32,493.2709889208722,501.23866109695945,315.8198214066349,503.4553406233568,393.24496905452116,603.208099430797,
35,493.2709892083856,501.23866080824286,315.81982140044005,503.45534048255,393.24496909916866,603.2080994440913,
39,494.7225502017195,501.1212487367449,313.8807265492739,500.4216097316326,391.8105437643815,606.2387795483614,
50,494.88610979517557,499.49601636231574,315.3694871773328,504.3491229512257,389.98323461285656,606.2422740186455,
51,493.93874353987394,501.22402746511654,316.3381571565357,501.8597293820567,387.29945538298915,609.2660951268664,
54,494.426664684317,500.7125310776557,316.33773735913564,501.6343685635404,387.39678640385455,609.3158059322625,
62,495.5696196645933,498.5028331736843,313.62340550121013,498.5431188353716,372.78347664822735,645.1642054396285,
69,495.5695020040024,498.5029738887885,313.62341205539235,498.54318418395223,372.78346653422574,645.1641976884854,
70,495.4143030583943,498.2632427412154,315.2983807365297,498.27511822648097,371.9193529240915,645.7647615046627,
72,495.63425546481494,498.2999233752485,315.3314894137,498.27669216890644,371.92954297440036,645.7694446752491,
74,495.45939115847875,498.453377421481,315.0643606323043,497.68885306079693,372.0577748359736,645.8632995680414,
78,496.03386874090285,498.41475546890933,312.7851439720951,496.6836694873208,365.5344018944009,655.8428630469675,
82,496.51098995437474,497.87618987608533,312.80118167332597,496.4868473110769,365.6429068607359,656.0013153361584,
83,496.2873679749966,500.1625000050076,311.24638237187617,492.37424621777416,365.3699963448774,657.1935330521991,
88,496.28736775301473,500.1625002313983,311.2463823748664,492.374246318712,365.3699963288171,657.193533030779,
91,496.9401248476184,499.5445421910839,311.2436420243733,492.09536880602474,365.4143833529312,657.2511428854416,
121,496.60989513146427,500.1129265370616,311.3051921469945,492.39245519677127,365.3731754374658,657.2684580169306,
123,496.537178673228,500.0636905732744,311.30592823160623,492.395047865386,365.42160969052844,657.3484909486212,
140,492.04296835087246,505.9201758649933,303.1704199258072,501.35750098871455,364.80224771653906,657.5032970132943,
207,493.23384890379964,505.54558288994815,300.5056301201074,500.1300846162332,358.9360597044828,665.2720879400523,
210,493.0008070845125,505.58028139548054,300.5124768453031,500.3956686702496,358.8097368835954,665.1154718818091,
212,492.77595106230274,505.6814058552817,300.5550686291668,500.7720094352531,358.7002695477701,665.0006110233608,
264,492.8967504137354,505.6206966569737,300.5290347963595,500.5587393505943,358.7586772476651,665.0602205669588,
324,492.8362005251104,505.75490672561995,300.5990803229796,500.85164866946445,358.7541210620132,665.095700932863,
352,492.83977155593135,505.76172969570086,300.60160637833917,500.85936278220413,358.75334313016816,665.0950603794504,
366,498.69422978187174,498.7231826954218,298.8547601258996,499.54708509209536,358.3175721541843,665.9937657228827,
367,498.6941788893529,498.72323841092316,298.85476263803343,499.54711083373746,358.3175677083168,665.9937602314933,
370,498.69417888904337,498.72323841126195,298.8547626380487,499.54711083389395,358.31756770828974,665.9937602314599,
444,498.98135786098106,498.5628912456839,298.87918895886366,499.48065862816713,358.38490910689376,666.0963590164773,
494,498.98135427600715,498.56289117084157,298.8791882306569,499.4806585021296,358.3849079933813,666.0963572824139,
512,499.28163966532804,498.1672610963498,298.86230927976015,499.3107168345906,358.4377443293449,666.1752350014377,
705,499.28199781128615,498.1679486656316,298.8624440121344,499.3109581572022,358.4377106292726,666.175152354014,
953,499.2679589118817,498.1796474466487,298.8493453652156,499.3020349597431,358.3961291503591,666.1040289873686,
